invoice_id,po_number,customer_name,customer_email,amount,tax_amount,total_amount,currency,invoice_date
INV-2025883590,PO-4312,Diya Mehta,diyamehta@mailinator.com,103880.49,5194.02,109074.51,INR,2025-05-24
INV-2025200494,PO-1543,Pari Bansal,paribansal@example.com,42567.96,5108.16,47676.12,INR,2025-02-16
INV-2025385987,PO-5201,Pari Ghosh,parighosh@demo.co,96680.08,17402.41,114082.49,INR,2025-05-01
INV-2025491950,PO-4260,Mira Rao,mirarao@sample.net,77080.77,3854.04,80934.81,INR,2025-03-30
INV-2025363789,PO-9025,Aisha Reddy,aishareddy@demo.co,6779.83,338.99,7118.82,INR,2025-07-21
INV-2025168070,PO-6630,Ishaan Reddy,ishaanredd@demo.co,190266.01,34247.88,224513.89,INR,2025-04-27
INV-2025861169,PO-4347,Aisha Das,aishadas@test.org,69850.96,12573.17,82424.13,INR,2025-01-21
INV-2025769799,PO-6185,Riya Khan,riyakhan@mailinator.com,44004.69,2200.23,46204.92,INR,2025-05-27
INV-2025763388,PO-9248,Aisha Reddy,aishareddy@demo.co,23539.22,2824.71,26363.93,INR,2025-03-14
INV-2025159281,PO-4355,Riya Khan,riyakhan@mailinator.com,94965.93,17093.87,112059.8,INR,2025-07-14
INV-2025928411,,Riya Khan,riyakhan@mailinator.com,55073.69,2753.68,57827.37,INR,2025-01-04
INV-2025499028,PO-6621,Rohan Kapoor,rohankapoo@sample.net,88121.67,15861.9,103983.57,INR,2025-03-09
INV-2025234798,,Mira Rao,mirarao@demo.co,17287.67,2074.52,19362.19,INR,2025-04-26
INV-2025807746,PO-4302,Aditya Kapoor,adityakapo@example.com,3305.31,594.96,3900.27,INR,2025-01-27
INV-2025523838,PO-2301,Aditya Kapoor,adityakapo@example.com,131636.22,15796.35,147432.57,INR,2025-01-20
INV-2025353587,,Mira Singh,mirasingh@demo.co,87184.14,15693.15,102877.29,INR,2025-02-21
INV-2025734168,,Ritvik Bansal,ritvikbans@example.com,23240.32,1162.02,24402.34,INR,2025-07-07
INV-2025676708,PO-9875,Arjun Bansal,arjunbansa@example.com,59759.29,10756.67,70515.96,INR,2025-05-01
INV-2025564666,,Pari Reddy,parireddy@mailinator.com,147820.75,7391.04,155211.79,INR,2025-03-13
INV-2025929920,,Aisha Bansal,aishabansa@sample.net,164559.94,8228.0,172787.94,INR,2025-02-23
INV-2025454036,,Aarav Das,aaravdas@sample.net,120578.95,6028.95,126607.9,INR,2025-02-09
INV-2025138065,PO-8097,Rohan Menon,rohanmenon@test.org,20796.94,1039.85,21836.79,INR,2025-04-23
INV-2025622361,PO-4795,Arjun Bansal,arjunbansa@example.com,188205.12,9410.26,197615.38,INR,2025-05-13
INV-2025695254,,Aarav Singh,aaravsingh@mailinator.com,2580.7,464.53,3045.23,INR,2025-06-19
INV-2025574448,,Aarav Chopra,aaravchopr@sample.net,11090.46,1330.86,12421.32,INR,2025-06-27
INV-2025230419,PO-8197,Ira Khan,irakhan@demo.co,39141.5,4696.98,43838.48,INR,2025-02-28
INV-2025709675,PO-6799,Diya Mehta,diyamehta@mailinator.com,170585.38,30705.37,201290.75,INR,2025-04-18
INV-2025761922,,Riya Reddy,riyareddy@test.org,39981.65,7196.7,47178.35,INR,2025-06-29
INV-2025222367,PO-7335,Diya Bansal,diyabansal@demo.co,165879.81,19905.58,185785.39,INR,2025-03-27
INV-2025102977,PO-5613,Mira Nair,miranair@mailinator.com,29750.32,3570.04,33320.36,INR,2025-03-30
INV-2025991900,PO-7413,Rohan Kapoor,rohankapoo@mailinator.com,101271.16,5063.56,106334.72,INR,2025-07-13
INV-2025439235,,Aarav Das,aaravdas@test.org,24522.12,4413.98,28936.1,INR,2025-01-02
INV-2025313797,,Aarav Kulkarni,aaravkulka@sample.net,57578.03,2878.9,60456.93,INR,2025-03-21
INV-2025569600,PO-1639,Kiara Reddy,kiarareddy@test.org,194632.73,35033.89,229666.62,INR,2025-07-31
INV-2025969033,,Sai Verma,saiverma@sample.net,30283.96,3634.08,33918.04,INR,2025-06-14
INV-2025658807,PO-1846,Aarav Reddy,aaravreddy@test.org,123688.72,22263.97,145952.69,INR,2025-04-28
INV-2025209631,PO-7638,Kiara Reddy,kiarareddy@example.com,136699.14,6834.96,143534.1,INR,2025-06-21
INV-2025983591,,Ira Mehta,iramehta@sample.net,91670.04,11000.4,102670.44,INR,2025-02-11
INV-2025104433,,Mira Kulkarni,mirakulkar@demo.co,191842.56,23021.11,214863.67,INR,2025-07-25
INV-2025974051,PO-5389,Aisha Kulkarni,aishakulka@test.org,184283.46,33171.02,217454.48,INR,2025-03-05
INV-2025553391,,Ishaan Nair,ishaannair@mailinator.com,127238.01,15268.56,142506.57,INR,2025-07-09
INV-2025846750,PO-4300,Rohan Iyer,rohaniyer@example.com,5667.75,283.39,5951.14,INR,2025-07-27
INV-2025519106,PO-3183,Anaya Gupta,anayagupta@example.com,135135.22,24324.34,159459.56,INR,2025-06-11
INV-2025875668,PO-4647,Navya Bansal,navyabansa@mailinator.com,10986.02,1318.32,12304.34,INR,2025-04-30
INV-2025184852,,Kiara Singh,kiarasingh@demo.co,107229.18,5361.46,112590.64,INR,2025-05-28
INV-2025307257,PO-8332,Vihaan Kapoor,vihaankapo@example.com,43785.1,5254.21,49039.31,INR,2025-01-10
INV-2025541401,,Sai Kapoor,saikapoor@test.org,87529.34,10503.52,98032.86,INR,2025-03-26
INV-2025173834,PO-3492,Diya Chopra,diyachopra@test.org,3901.91,195.1,4097.01,INR,2025-01-03
INV-2025996171,PO-3513,Riya Nair,riyanair@example.com,192760.0,34696.8,227456.8,INR,2025-07-23
INV-2025410694,,Ira Mehta,iramehta@sample.net,15613.85,2810.49,18424.34,INR,2025-01-11
INV-2025549883,PO-7621,Riya Reddy,riyareddy@test.org,125518.72,22593.37,148112.09,INR,2025-01-28
INV-2025434637,PO-8766,Ishaan Pillai,ishaanpill@test.org,105930.0,5296.5,111226.5,INR,2025-06-14
INV-2025203331,PO-1590,Aisha Mehta,aishamehta@mailinator.com,136137.92,24504.83,160642.75,INR,2025-01-25
INV-2025636164,PO-4284,Pari Reddy,parireddy@mailinator.com,175148.58,31526.74,206675.32,INR,2025-07-20
INV-2025313191,,Riya Nair,riyanair@example.com,43416.59,5209.99,48626.58,INR,2025-03-11
INV-2025471978,PO-2326,Ritvik Pillai,ritvikpill@sample.net,26487.41,1324.37,27811.78,INR,2025-03-20
INV-2025790212,PO-2945,Vihaan Nair,vihaannair@example.com,178934.47,8946.72,187881.19,INR,2025-03-03
INV-2025568932,PO-1469,Arjun Khan,arjunkhan@test.org,3001.33,150.07,3151.4,INR,2025-02-20
INV-2025108321,,Arjun Khan,arjunkhan@test.org,105449.22,12653.91,118103.13,INR,2025-07-25
INV-2025491584,PO-6189,Kiara Kulkarni,kiarakulka@demo.co,147570.9,17708.51,165279.41,INR,2025-07-30
INV-2025495080,,Arjun Sharma,arjunsharm@sample.net,18323.74,2198.85,20522.59,INR,2025-02-12
INV-2025478372,,Kiara Ghosh,kiaraghosh@demo.co,198711.36,9935.57,208646.93,INR,2025-03-17
INV-2025382150,PO-7259,Aarav Sharma,aaravsharm@example.com,165730.77,29831.54,195562.31,INR,2025-03-11
INV-2025352028,PO-1669,Vihaan Khan,vihaankhan@demo.co,92621.51,16671.87,109293.38,INR,2025-06-08
INV-2025880068,,Riya Gupta,riyagupta@mailinator.com,189166.98,34050.06,223217.04,INR,2025-02-24
INV-2025661987,PO-6962,Arjun Iyer,arjuniyer@example.com,81466.13,14663.9,96130.03,INR,2025-01-14
INV-2025507711,PO-8603,Aarav Kulkarni,aaravkulka@example.com,156694.27,7834.71,164528.98,INR,2025-01-12
INV-2025338065,PO-2001,Aarav Singh,aaravsingh@mailinator.com,152999.06,18359.89,171358.95,INR,2025-07-29
INV-2025483281,PO-8779,Navya Menon,navyamenon@mailinator.com,21099.73,3797.95,24897.68,INR,2025-05-01
INV-2025384166,,Ira Khan,irakhan@demo.co,93833.79,11260.05,105093.84,INR,2025-07-03
INV-2025679542,PO-4906,Aarav Ghosh,aaravghosh@demo.co,61774.14,7412.9,69187.04,INR,2025-01-18
INV-2025853736,,Ritvik Bansal,ritvikbans@example.com,93476.47,11217.18,104693.65,INR,2025-03-06
INV-2025824004,PO-3009,Kiara Kapoor,kiarakapoo@test.org,96242.75,17323.69,113566.44,INR,2025-04-10
INV-2025633114,PO-3990,Rohan Nair,rohannair@test.org,132335.8,15880.3,148216.1,INR,2025-05-10
INV-2025348594,PO-1235,Vihaan Menon,vihaanmeno@test.org,135776.46,24439.76,160216.22,INR,2025-04-27
